date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:57:21	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:21%20GMT	https://foray-template.webflow.io/blocks/icons	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/icons	(from https://foray-template.webflow.io/)
09:57:22	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:22%20GMT	https://foray-template.webflow.io/blocks/videos	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/videos	(from https://foray-template.webflow.io/)
09:57:22	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:22%20GMT	https://foray-template.webflow.io/template/style-guide	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/template/style-guide	(from https://foray-template.webflow.io/)
09:57:22	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:22%20GMT	https://foray-template.webflow.io/template/licensing	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/template/licensing	(from https://foray-template.webflow.io/)
09:57:22	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:22%20GMT	https://foray-template.webflow.io/template/getting-started	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/template/getting-started	(from https://foray-template.webflow.io/)
09:57:22	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:22%20GMT	https://foray-template.webflow.io/template/changelog	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/template/changelog	(from https://foray-template.webflow.io/)
09:57:23	126009/126009	---M--	200	added ('OK')	image/jpeg	etag:%22daeff37e704c4a787e2c2928bb4f8851%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddc74b81df1834993156115_hero-block-1.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddc74b81df1834993156115_hero-block-1.jpg	(from https://foray-template.webflow.io/)
09:57:23	137778/137778	---M--	200	added ('OK')	image/jpeg	etag:%225a1049659fdfbcd92c83a0b52ae69d24%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddc73624d72468420741ddb_hero-block-2.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddc73624d72468420741ddb_hero-block-2.jpg	(from https://foray-template.webflow.io/)
09:57:24	22327/22327	---M--	200	added ('OK')	image/jpeg	etag:%229450f639cb382da4c0ae8a36dfe52e20%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddc7d1ee0447d413a7549bc_hero-block-3.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddc7d1ee0447d413a7549bc_hero-block-3.jpg	(from https://foray-template.webflow.io/)
09:57:24	18128/18128	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:24%20GMT	https://foray-template.webflow.io/landings/landing-1	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/landings/landing-1.html	(from https://foray-template.webflow.io/)
09:57:24	23769/23769	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:24%20GMT	https://foray-template.webflow.io/landings/landing-2	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/landings/landing-2.html	(from https://foray-template.webflow.io/)
09:57:24	52550/52550	---M--	200	added ('OK')	image/jpeg	etag:%22d86fa770e007b4b72ab11b04f6444ed5%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddcacaa4b38b79593662b9a_landing-1.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddcacaa4b38b79593662b9a_landing-1.jpg	(from https://foray-template.webflow.io/)
09:57:25	22599/22599	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:25%20GMT	https://foray-template.webflow.io/landings/landing-3	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/landings/landing-3.html	(from https://foray-template.webflow.io/)
09:57:25	115443/115443	---M--	200	added ('OK')	image/jpeg	etag:%22a6a722fccd8a4a10daf027029d545505%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddcacaa4b38b77574662b9b_landing-2.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddcacaa4b38b77574662b9b_landing-2.jpg	(from https://foray-template.webflow.io/)
09:57:25	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:25%20GMT	https://foray-template.webflow.io/landings/landing-4	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/landings/landing-4	(from https://foray-template.webflow.io/)
09:57:25	60139/60139	---M--	200	added ('OK')	image/jpeg	etag:%22499767143dfe1c59b3d9f75147049372%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddcacaae0447d7883767371_landing-3.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddcacaae0447d7883767371_landing-3.jpg	(from https://foray-template.webflow.io/)
09:57:26	24734/24734	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:26%20GMT	https://foray-template.webflow.io/company/about-us-1	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/company/about-us-1.html	(from https://foray-template.webflow.io/)
09:57:26	53719/53719	---M--	200	added ('OK')	image/jpeg	etag:%2217e418748fee058d698dbd61fc7d4645%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddcacaa72abe378613f6fc8_landing-4.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddcacaa72abe378613f6fc8_landing-4.jpg	(from https://foray-template.webflow.io/)
09:57:26	41965/41965	---M--	200	added ('OK')	image/jpeg	etag:%22359229ec6502745cf0877146d5e92354%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b5751bb1a4b6bf60e6_about-us-1.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b5751bb1a4b6bf60e6_about-us-1.jpg	(from https://foray-template.webflow.io/)
09:57:26	21594/21594	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:26%20GMT	https://foray-template.webflow.io/company/about-us-2	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/company/about-us-2.html	(from https://foray-template.webflow.io/)
09:57:27	30008/30008	---M--	200	added ('OK')	image/jpeg	etag:%22170ff25f6b6e8c27a902f4e4003ea6fe%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5de05d903719a15174d2253d_about-us-2.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5de05d903719a15174d2253d_about-us-2.jpg	(from https://foray-template.webflow.io/)
09:57:27	19960/19960	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:27%20GMT	https://foray-template.webflow.io/company/services	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/company/services.html	(from https://foray-template.webflow.io/)
09:57:27	25019/25019	---M--	200	added ('OK')	image/jpeg	etag:%22a26421bec7afa7f05304d24e033a9f4b%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b53574183c33bbebcb_services.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b53574183c33bbebcb_services.jpg	(from https://foray-template.webflow.io/)
09:57:27	20674/20674	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:27%20GMT	https://foray-template.webflow.io/company/careers	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/company/careers.html	(from https://foray-template.webflow.io/)
09:57:28	44019/44019	---M--	200	added ('OK')	image/jpeg	etag:%220fea221a0fc8d455af7c4d79c4b7bb07%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b5a73badb04f55f836_careers.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b5a73badb04f55f836_careers.jpg	(from https://foray-template.webflow.io/)
09:57:28	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:28%20GMT	https://foray-template.webflow.io/company/contact-1	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/company/contact-1	(from https://foray-template.webflow.io/)
09:57:28	20238/20238	---M--	200	added ('OK')	image/jpeg	etag:%229085cd24789f9bebcdd542d7cf94d716%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b5751bb1edb4bf60e7_contact-1.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b5751bb1edb4bf60e7_contact-1.jpg	(from https://foray-template.webflow.io/)
09:57:28	12779/12779	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:28%20GMT	https://foray-template.webflow.io/company/contact-2	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/company/contact-2.html	(from https://foray-template.webflow.io/)
09:57:29	15516/15516	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:29%20GMT	https://foray-template.webflow.io/portfolio/case-studies-1	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/portfolio/case-studies-1.html	(from https://foray-template.webflow.io/)
09:57:29	108497/108497	---M--	200	added ('OK')	image/jpeg	etag:%22c8efbadb0f9be53c3bbd98c88bf85a8f%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b63dc8f2b98783381e_contact-2.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b63dc8f2b98783381e_contact-2.jpg	(from https://foray-template.webflow.io/)
09:57:30	34248/34248	---M--	200	added ('OK')	image/jpeg	etag:%229ddaadf0fab6c99789eb251ac0706327%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b528a7475aa5722c30_case-studies-1.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b528a7475aa5722c30_case-studies-1.jpg	(from https://foray-template.webflow.io/)
09:57:30	15441/15441	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:30%20GMT	https://foray-template.webflow.io/portfolio/case-studies-2	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/portfolio/case-studies-2.html	(from https://foray-template.webflow.io/)
09:57:30	27097/27097	---M--	200	added ('OK')	image/jpeg	etag:%22b4fa64f3acf8bb3e9ec5f5b15ee92f32%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b53574189767bbebca_case-studies-2.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b53574189767bbebca_case-studies-2.jpg	(from https://foray-template.webflow.io/)
09:57:30	15927/15927	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:30%20GMT	https://foray-template.webflow.io/project/candid	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/project/candid.html	(from https://foray-template.webflow.io/)
09:57:31	22436/22436	---M--	200	added ('OK')	image/jpeg	etag:%22301216e542d22cd39de2ccf32a938b1e%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b528a74744e2722c31_case-study.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b528a74744e2722c31_case-study.jpg	(from https://foray-template.webflow.io/)
09:57:31	19182/19182	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:31%20GMT	https://foray-template.webflow.io/blog/blog	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blog/blog.html	(from https://foray-template.webflow.io/)
09:57:31	27958/27958	---M--	200	added ('OK')	image/jpeg	etag:%22e0e29e96d3fc8c66daa82c6be7e11c0a%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b528a7474e2e722c2d_blog-1.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b528a7474e2e722c2d_blog-1.jpg	(from https://foray-template.webflow.io/)
09:57:32	18871/18871	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:32%20GMT	https://foray-template.webflow.io/blog/blog-2	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blog/blog-2.html	(from https://foray-template.webflow.io/)
09:57:32	20642/20642	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:57:32%20GMT	https://foray-template.webflow.io/post/how-to-form-better-work-life-balance-habits	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/post/how-to-form-better-work-life-balance-habits.html	(from https://foray-template.webflow.io/)
09:57:32	17550/17550	---M--	200	added ('OK')	image/jpeg	etag:%22a9c703fd225b45a5c8870b6f4673ce34%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b53574182e09bbebc9_blog-2.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b53574182e09bbebc9_blog-2.jpg	(from https://foray-template.webflow.io/)
09:57:33	41818/41818	---M--	200	added ('OK')	image/jpeg	etag:%22889669683083a7d377edce93c1a5d72c%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b5a73bad2db255f835_blog-single.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddf10b5a73bad2db255f835_blog-single.jpg	(from https://foray-template.webflow.io/)
09:57:33	88145/88145	---M--	200	added ('OK')	application/javascript	etag:%22220afd743d9e9643852e31a135a9f3ae%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js	C:/My%20Web%20Sites/Foray/d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js	(from https://foray-template.webflow.io/)
09:57:33	249636/249636	---M-Z	200	added ('OK')	text/javascript	etag:%227a43a380f89a538218a90e1c9b14d941%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/js/webflow.86c0433f6.js	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/js/webflow.86c0433f6.js	(from https://foray-template.webflow.io/)
09:57:34	119759/119759	---M--	200	added ('OK')	image/jpeg	etag:%225ce0e06a1018e0f8a61edbe8f310ac7b%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5dd5b6fac43f1c566519b74b_rectangle-large-2.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5dd5b6fac43f1c566519b74b_rectangle-large-2.jpg	(from https://assets.website-files.com/5db0fae6ca38713498151c5a/css/foray-template.webflow.f4e5de0b4.css)
09:57:34	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:34%20GMT	https://foray-template.webflow.io/company/privacy-policy	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/company/privacy-policy	(from https://foray-template.webflow.io/blocks/forms)
09:57:34	93190/93190	---M--	200	added ('OK')	image/jpeg	etag:%22704b64e61453c1a4a53a41fe416ee211%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5dd5b4dbc43f1c0171199dfa_rectangle-large-1.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5dd5b4dbc43f1c0171199dfa_rectangle-large-1.jpg	(from https://assets.website-files.com/5db0fae6ca38713498151c5a/css/foray-template.webflow.f4e5de0b4.css)
09:57:34	44263/44263	---M--	200	added ('OK')	image/jpeg	etag:%22b6f2f2918722ccdd31d3ef95717b6f16%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5dd49705547220878b75a2e9_tall-08.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5dd49705547220878b75a2e9_tall-08.jpg	(from https://foray-template.webflow.io/blocks/forms)
09:57:35	62748/62748	---M--	200	added ('OK')	image/jpeg	etag:%226f34c1a7ff3bebde521ebefae21cc29b%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5dd491889fa9b10bf369c376_square-large-07.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5dd491889fa9b10bf369c376_square-large-07.jpg	(from https://foray-template.webflow.io/blocks/forms)
09:58:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:35%20GMT	https://foray-template.webflow.io/blocks/cta	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/cta.html	(from https://foray-template.webflow.io/)
09:58:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:35%20GMT	https://foray-template.webflow.io/blocks/gallery	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/gallery.html	(from https://foray-template.webflow.io/)
09:58:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:35%20GMT	https://foray-template.webflow.io/blocks/footers	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/footers.html	(from https://foray-template.webflow.io/)
09:58:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:57:36%20GMT	https://foray-template.webflow.io/blocks/heros	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/heros.html	(from https://foray-template.webflow.io/)
09:58:12	102385/102385	---M--	200	added ('OK')	image/jpeg	etag:%2213a8812a3ee29af9fb3b7c69583a541a%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5dd491885472203a2b758314_square-large-01.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5dd491885472203a2b758314_square-large-01.jpg	(from https://foray-template.webflow.io/blocks/lists)
09:58:12	44357/44357	---M--	200	added ('OK')	image/jpeg	etag:%22218aeb4271ef762f0cca40c599e896b8%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5ddca985ab100852fc0ae08f_square-large-11.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5ddca985ab100852fc0ae08f_square-large-11.jpg	(from https://foray-template.webflow.io/blocks/lists)
09:58:13	16560/16560	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:58:13%20GMT	https://foray-template.webflow.io/careers/data-scientist	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/careers/data-scientist.html	(from https://foray-template.webflow.io/blocks/lists)
09:58:13	199332/199332	---M--	200	added ('OK')	image/jpeg	etag:%2260b3ea66ab6a0a60bc032f955d2d0970%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5dd49705608e495841313c54_tall-01.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5dd49705608e495841313c54_tall-01.jpg	(from https://foray-template.webflow.io/blocks/lists)
09:58:13	16564/16564	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:58:13%20GMT	https://foray-template.webflow.io/careers/account-manager	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/careers/account-manager.html	(from https://foray-template.webflow.io/blocks/lists)
09:58:13	16566/16566	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:58:13%20GMT	https://foray-template.webflow.io/careers/customer-acquisition	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/careers/customer-acquisition.html	(from https://foray-template.webflow.io/blocks/lists)
09:58:13	16559/16559	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:58:14%20GMT	https://foray-template.webflow.io/careers/ux-specialist	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/careers/ux-specialist.html	(from https://foray-template.webflow.io/blocks/lists)
09:58:14	16565/16565	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202020%2017:58:14%20GMT	https://foray-template.webflow.io/careers/customer-support	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/careers/customer-support.html	(from https://foray-template.webflow.io/blocks/lists)
09:58:15	168944/168944	---M--	200	added ('OK')	image/jpeg	etag:%224e3bd1bb79e1cece4804e9e173a7c313%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5dd49188608e498e3b310016_square-large-06.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5dd49188608e498e3b310016_square-large-06.jpg	(from https://foray-template.webflow.io/blocks/lists)
09:58:16	68120/68120	---M--	200	added ('OK')	image/jpeg	etag:%22808ad73d129a81cb4085ebba51074595%22	https://assets.website-files.com/5db0fae6ca38713498151c5a/5dd491915472202504758470_square-small-01.jpg	C:/My%20Web%20Sites/Foray/assets.website-files.com/5db0fae6ca38713498151c5a/5dd491915472202504758470_square-small-01.jpg	(from https://foray-template.webflow.io/blocks/lists)
09:58:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:58:16%20GMT	https://foray-template.webflow.io/blocks/metrics	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/metrics.html	(from https://foray-template.webflow.io/)
09:58:53	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:58:16%20GMT	https://foray-template.webflow.io/blocks/quotes	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/quotes.html	(from https://foray-template.webflow.io/)
09:58:53	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:58:16%20GMT	https://foray-template.webflow.io/blocks/tabs	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/tabs.html	(from https://foray-template.webflow.io/)
09:58:53	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2016%20Jan%202020%2017:58:17%20GMT	https://foray-template.webflow.io/blocks/text	C:/My%20Web%20Sites/Foray/foray-template.webflow.io/blocks/text.html	(from https://foray-template.webflow.io/)
